Price,Location
3.1,Kolkata
2.6,Hyderabad
5.09,Kochi
2.3,Hyderabad
6.0,Pune
4.4,Ahmedabad
11.0,Delhi
5.7,Coimbatore
6.95,Chennai
7.9,Hyderabad
29.3,Kochi
10.24,Kolkata
5.35,Pune
3.49,Mumbai
2.85,Hyderabad
5.35,Mumbai
3.62,Coimbatore
6.25,Hyderabad
3.19,Kochi
5.5,Delhi
7.67,Kochi
5.5,Jaipur
6.6,Hyderabad
55.0,Chennai
21.0,Pune
4.5,Jaipur
20.67,Coimbatore
6.5,Hyderabad
37.98,Coimbatore
1.45,Mumbai
2.95,Delhi
7.9,Hyderabad
10.07,Kochi
6.5,Mumbai
22.0,Hyderabad
9.75,Hyderabad
6.0,Jaipur
3.99,Delhi
1.75,Ahmedabad
19.75,Delhi
16.95,Kolkata
6.8,Chennai
0.99,Kolkata
2.95,Pune
42.83,Coimbatore
21.5,Hyderabad
7.9,Jaipur
2.3,Hyderabad
2.75,Delhi
6.71,Jaipur
9.6,Kochi
12.81,Kochi
6.94,Coimbatore
9.45,Mumbai
6.0,Hyderabad
11.0,Delhi
2.6,Delhi
1.95,Hyderabad
45.0,Mumbai
22.0,Chennai
4.9,Kolkata
6.25,Kochi
6.1,Chennai
2.6,Mumbai
29.0,Hyderabad
3.3,Pune
3.05,Hyderabad
3.25,Kolkata
3.75,Delhi
13.25,Mumbai
4.8,Hyderabad
3.8,Kochi
8.5,Pune
38.76,Coimbatore
3.2,Ahmedabad
3.5,Hyderabad
12.25,Pune
4.75,Mumbai
4.5,Delhi
2.35,Kolkata
3.4,Hyderabad
10.0,Pune
9.0,Hyderabad
5.2,Delhi
1.85,Chennai
38.0,Chennai
5.11,Kochi
9.66,Coimbatore
3.4,Kolkata
5.84,Kochi
3.8,Kolkata
2.5,Mumbai
6.95,Kolkata
5.5,Pune
6.19,Coimbatore
6.0,Hyderabad
3.75,Pune
9.46,Kochi
3.0,Jaipur
5.75,Chennai
4.41,Coimbatore
3.7,Kochi
2.5,Kolkata
5.35,Coimbatore
3.65,Delhi
13.0,Delhi
2.45,Delhi
5.75,Mumbai
8.11,Coimbatore
7.75,Ahmedabad
5.85,Coimbatore
4.29,Mumbai
8.0,Hyderabad
16.5,Mumbai
5.5,Jaipur
6.35,Delhi
7.9,Jaipur
7.2,Hyderabad
3.65,Bangalore
6.35,Kochi
7.8,Pune
1.4,Chennai
5.5,Chennai
8.5,Hyderabad
10.48,Kochi
0.75,Ahmedabad
1.3,Pune
21.0,Mumbai
2.3,Delhi
14.95,Mumbai
35.92,Coimbatore
4.5,Pune
5.5,Hyderabad
4.45,Mumbai
6.85,Chennai
5.5,Bangalore
5.07,Kochi
3.85,Mumbai
7.95,Chennai
1.25,Jaipur
3.64,Kochi
20.0,Jaipur
10.36,Coimbatore
1.85,Chennai
4.05,Jaipur
48.5,Mumbai
8.25,Bangalore
5.25,Pune
4.4,Mumbai
25.75,Mumbai
29.52,Kochi
2.1,Kolkata
3.71,Kochi
7.5,Pune
9.44,Kochi
1.2,Pune
24.0,Delhi
35.0,Ahmedabad
8.25,Mumbai
9.75,Delhi
3.45,Kolkata
11.85,Jaipur
16.14,Coimbatore
3.7,Pune
4.0,Ahmedabad
5.8,Delhi
4.65,Kolkata
15.0,Pune
6.8,Mumbai
10.25,Bangalore
2.7,Chennai
8.5,Hyderabad
7.75,Pune
2.7,Pune
1.3,Hyderabad
1.75,Chennai
13.2,Hyderabad
1.0,Pune
6.37,Kochi
4.5,Kolkata
6.5,Mumbai
4.99,Mumbai
43.3,Coimbatore
6.5,Mumbai
2.25,Mumbai
9.95,Hyderabad
7.35,Mumbai
4.6,Hyderabad
8.5,Chennai
11.86,Coimbatore
8.0,Pune
21.5,Delhi
1.3,Pune
5.9,Chennai
9.5,Bangalore
4.5,Chennai
2.25,Hyderabad
3.35,Mumbai
0.7,Kolkata
16.0,Bangalore
8.0,Pune
4.74,Kochi
36.0,Mumbai
5.54,Kochi
22.99,Mumbai
10.08,Kochi
2.85,Pune
0.55,Pune
45.52,Coimbatore
7.29,Coimbatore
4.3,Chennai
4.8,Chennai
5.25,Mumbai
2.8,Chennai
4.35,Kochi
5.49,Kolkata
3.1,Pune
6.5,Bangalore
6.4,Bangalore
6.22,Kochi
8.4,Mumbai
5.9,Pune
3.4,Pune
6.5,Jaipur
1.7,Chennai
6.0,Delhi
11.9,Hyderabad
48.0,Bangalore
8.0,Mumbai
2.45,Hyderabad
1.75,Kolkata
21.75,Bangalore
7.25,Pune
3.0,Pune
2.51,Jaipur
19.6,Chennai
15.5,Pune
11.5,Chennai
1.76,Coimbatore
4.68,Jaipur
4.0,Delhi
2.8,Hyderabad
8.25,Mumbai
1.7,Kolkata
14.85,Mumbai
12.85,Mumbai
16.0,Hyderabad
4.7,Hyderabad
5.94,Bangalore
8.0,Hyderabad
5.45,Delhi
26.76,Kochi
3.5,Hyderabad
1.39,Mumbai
4.7,Kolkata
5.75,Ahmedabad
8.11,Coimbatore
0.75,Delhi
1.0,Pune
5.3,Hyderabad
8.0,Jaipur
2.74,Pune
7.5,Mumbai
13.5,Jaipur
2.2,Kolkata
13.25,Mumbai
3.88,Delhi
0.85,Jaipur
5.11,Kochi
4.25,Mumbai
16.52,Coimbatore
0.6,Pune
4.8,Hyderabad
6.25,Mumbai
8.3,Mumbai
3.25,Pune
7.75,Pune
30.54,Kochi
2.27,Jaipur
2.96,Pune
4.0,Chennai
5.25,Bangalore
17.56,Kochi
3.25,Mumbai
4.0,Bangalore
2.2,Coimbatore
7.43,Pune
10.75,Mumbai
2.75,Delhi
45.0,Hyderabad
19.75,Mumbai
3.2,Delhi
4.75,Hyderabad
9.48,Coimbatore
4.83,Coimbatore
4.75,Delhi
4.0,Jaipur
2.9,Jaipur
2.65,Kolkata
2.5,Hyderabad
